race_id,season,round,race_name,date,time,circuit_id
1986_5,1986,5,Belgian Grand Prix,1986-05-25,,spa
1986_6,1986,6,Canadian Grand Prix,1986-06-15,,villeneuve
1986_7,1986,7,Detroit Grand Prix,1986-06-22,,detroit
1986_8,1986,8,French Grand Prix,1986-07-06,,ricard
1986_9,1986,9,British Grand Prix,1986-07-13,,brands_hatch
1986_10,1986,10,German Grand Prix,1986-07-27,,hockenheimring
1986_11,1986,11,Hungarian Grand Prix,1986-08-10,,hungaroring
1986_12,1986,12,Austrian Grand Prix,1986-08-17,,red_bull_ring
1986_13,1986,13,Italian Grand Prix,1986-09-07,,monza
1986_14,1986,14,Portuguese Grand Prix,1986-09-21,,estoril
1986_15,1986,15,Mexican Grand Prix,1986-10-12,,rodriguez
1986_16,1986,16,Australian Grand Prix,1986-10-26,,adelaide
1987_1,1987,1,Brazilian Grand Prix,1987-04-12,,jacarepagua
1987_2,1987,2,San Marino Grand Prix,1987-05-03,,imola
1987_3,1987,3,Belgian Grand Prix,1987-05-17,,spa
1987_4,1987,4,Monaco Grand Prix,1987-05-31,,monaco
1987_5,1987,5,Detroit Grand Prix,1987-06-21,,detroit
1987_6,1987,6,French Grand Prix,1987-07-05,,ricard
1987_7,1987,7,British Grand Prix,1987-07-12,,silverstone
1987_8,1987,8,German Grand Prix,1987-07-26,,hockenheimring
1987_9,1987,9,Hungarian Grand Prix,1987-08-09,,hungaroring
1987_10,1987,10,Austrian Grand Prix,1987-08-16,,red_bull_ring
1987_11,1987,11,Italian Grand Prix,1987-09-06,,monza
1987_12,1987,12,Portuguese Grand Prix,1987-09-20,,estoril
1987_13,1987,13,Spanish Grand Prix,1987-09-27,,jerez
1987_14,1987,14,Mexican Grand Prix,1987-10-18,,rodriguez
1987_15,1987,15,Japanese Grand Prix,1987-11-01,,suzuka
1987_16,1987,16,Australian Grand Prix,1987-11-15,,adelaide
1988_1,1988,1,Brazilian Grand Prix,1988-04-03,,jacarepagua
1988_2,1988,2,San Marino Grand Prix,1988-05-01,,imola
1988_3,1988,3,Monaco Grand Prix,1988-05-15,,monaco
1988_4,1988,4,Mexican Grand Prix,1988-05-29,,rodriguez
1988_5,1988,5,Canadian Grand Prix,1988-06-12,,villeneuve
1988_6,1988,6,Detroit Grand Prix,1988-06-19,,detroit
1988_7,1988,7,French Grand Prix,1988-07-03,,ricard
1988_8,1988,8,British Grand Prix,1988-07-10,,silverstone
1988_9,1988,9,German Grand Prix,1988-07-24,,hockenheimring
1988_10,1988,10,Hungarian Grand Prix,1988-08-07,,hungaroring
1988_11,1988,11,Belgian Grand Prix,1988-08-28,,spa
1988_12,1988,12,Italian Grand Prix,1988-09-11,,monza
1988_13,1988,13,Portuguese Grand Prix,1988-09-25,,estoril
1988_14,1988,14,Spanish Grand Prix,1988-10-02,,jerez
1988_15,1988,15,Japanese Grand Prix,1988-10-30,,suzuka
1988_16,1988,16,Australian Grand Prix,1988-11-13,,adelaide
1989_1,1989,1,Brazilian Grand Prix,1989-03-26,,jacarepagua
1989_2,1989,2,San Marino Grand Prix,1989-04-23,,imola
1989_3,1989,3,Monaco Grand Prix,1989-05-07,,monaco
1989_4,1989,4,Mexican Grand Prix,1989-05-28,,rodriguez
1989_5,1989,5,United States Grand Prix,1989-06-04,,phoenix
1989_6,1989,6,Canadian Grand Prix,1989-06-18,,villeneuve
1989_7,1989,7,French Grand Prix,1989-07-09,,ricard
1989_8,1989,8,British Grand Prix,1989-07-16,,silverstone
1989_9,1989,9,German Grand Prix,1989-07-30,,hockenheimring
1989_10,1989,10,Hungarian Grand Prix,1989-08-13,,hungaroring
1989_11,1989,11,Belgian Grand Prix,1989-08-27,,spa
1989_12,1989,12,Italian Grand Prix,1989-09-10,,monza
1989_13,1989,13,Portuguese Grand Prix,1989-09-24,,estoril
1989_14,1989,14,Spanish Grand Prix,1989-10-01,,jerez
1989_15,1989,15,Japanese Grand Prix,1989-10-22,,suzuka
1989_16,1989,16,Australian Grand Prix,1989-11-05,,adelaide
1990_1,1990,1,United States Grand Prix,1990-03-11,,phoenix
1990_2,1990,2,Brazilian Grand Prix,1990-03-25,,interlagos
1990_3,1990,3,San Marino Grand Prix,1990-05-13,,imola
1990_4,1990,4,Monaco Grand Prix,1990-05-27,,monaco
1990_5,1990,5,Canadian Grand Prix,1990-06-10,,villeneuve
1990_6,1990,6,Mexican Grand Prix,1990-06-24,,rodriguez
1990_7,1990,7,French Grand Prix,1990-07-08,,ricard
1990_8,1990,8,British Grand Prix,1990-07-15,,silverstone
1990_9,1990,9,German Grand Prix,1990-07-29,,hockenheimring
1990_10,1990,10,Hungarian Grand Prix,1990-08-12,,hungaroring
1990_11,1990,11,Belgian Grand Prix,1990-08-26,,spa
1990_12,1990,12,Italian Grand Prix,1990-09-09,,monza
1990_13,1990,13,Portuguese Grand Prix,1990-09-23,,estoril
1990_14,1990,14,Spanish Grand Prix,1990-09-30,,jerez
1990_15,1990,15,Japanese Grand Prix,1990-10-21,,suzuka
1990_16,1990,16,Australian Grand Prix,1990-11-04,,adelaide
1991_1,1991,1,United States Grand Prix,1991-03-10,,phoenix
1991_2,1991,2,Brazilian Grand Prix,1991-03-24,,interlagos
1991_3,1991,3,San Marino Grand Prix,1991-04-28,,imola
1991_4,1991,4,Monaco Grand Prix,1991-05-12,,monaco
1991_5,1991,5,Canadian Grand Prix,1991-06-02,,villeneuve
1991_6,1991,6,Mexican Grand Prix,1991-06-16,,rodriguez
1991_7,1991,7,French Grand Prix,1991-07-07,,magny_cours
1991_8,1991,8,British Grand Prix,1991-07-14,,silverstone
1991_9,1991,9,German Grand Prix,1991-07-28,,hockenheimring
1991_10,1991,10,Hungarian Grand Prix,1991-08-11,,hungaroring
1991_11,1991,11,Belgian Grand Prix,1991-08-25,,spa
1991_12,1991,12,Italian Grand Prix,1991-09-08,,monza
1991_13,1991,13,Portuguese Grand Prix,1991-09-22,,estoril
1991_14,1991,14,Spanish Grand Prix,1991-09-29,,catalunya
1991_15,1991,15,Japanese Grand Prix,1991-10-20,,suzuka
1991_16,1991,16,Australian Grand Prix,1991-11-03,,adelaide
1992_1,1992,1,South African Grand Prix,1992-03-01,,kyalami
1992_2,1992,2,Mexican Grand Prix,1992-03-22,,rodriguez
1992_3,1992,3,Brazilian Grand Prix,1992-04-05,,interlagos
1992_4,1992,4,Spanish Grand Prix,1992-05-03,,catalunya
1992_5,1992,5,San Marino Grand Prix,1992-05-17,,imola
1992_6,1992,6,Monaco Grand Prix,1992-05-31,,monaco
1992_7,1992,7,Canadian Grand Prix,1992-06-14,,villeneuve
1992_8,1992,8,French Grand Prix,1992-07-05,,magny_cours
1992_9,1992,9,British Grand Prix,1992-07-12,,silverstone
1992_10,1992,10,German Grand Prix,1992-07-26,,hockenheimring
1992_11,1992,11,Hungarian Grand Prix,1992-08-16,,hungaroring
1992_12,1992,12,Belgian Grand Prix,1992-08-30,,spa
1992_13,1992,13,Italian Grand Prix,1992-09-13,,monza
1992_14,1992,14,Portuguese Grand Prix,1992-09-27,,estoril
1992_15,1992,15,Japanese Grand Prix,1992-10-25,,suzuka
1992_16,1992,16,Australian Grand Prix,1992-11-08,,adelaide
1993_1,1993,1,South African Grand Prix,1993-03-14,,kyalami
1993_2,1993,2,Brazilian Grand Prix,1993-03-28,,interlagos
1993_3,1993,3,European Grand Prix,1993-04-11,,donington
1993_4,1993,4,San Marino Grand Prix,1993-04-25,,imola
1993_5,1993,5,Spanish Grand Prix,1993-05-09,,catalunya
1993_6,1993,6,Monaco Grand Prix,1993-05-23,,monaco
1993_7,1993,7,Canadian Grand Prix,1993-06-13,,villeneuve
1993_8,1993,8,French Grand Prix,1993-07-04,,magny_cours
1993_9,1993,9,British Grand Prix,1993-07-11,,silverstone
1993_10,1993,10,German Grand Prix,1993-07-25,,hockenheimring
1993_11,1993,11,Hungarian Grand Prix,1993-08-15,,hungaroring
1993_12,1993,12,Belgian Grand Prix,1993-08-29,,spa
1993_13,1993,13,Italian Grand Prix,1993-09-12,,monza
1993_14,1993,14,Portuguese Grand Prix,1993-09-26,,estoril
1993_15,1993,15,Japanese Grand Prix,1993-10-24,,suzuka
1993_16,1993,16,Australian Grand Prix,1993-11-07,,adelaide
1994_1,1994,1,Brazilian Grand Prix,1994-03-27,,interlagos
1994_2,1994,2,Pacific Grand Prix,1994-04-17,,okayama
1994_3,1994,3,San Marino Grand Prix,1994-05-01,,imola
1994_4,1994,4,Monaco Grand Prix,1994-05-15,,monaco
1994_5,1994,5,Spanish Grand Prix,1994-05-29,,catalunya
1994_6,1994,6,Canadian Grand Prix,1994-06-12,,villeneuve
1994_7,1994,7,French Grand Prix,1994-07-03,,magny_cours
1994_8,1994,8,British Grand Prix,1994-07-10,,silverstone
1994_9,1994,9,German Grand Prix,1994-07-31,,hockenheimring
1994_10,1994,10,Hungarian Grand Prix,1994-08-14,,hungaroring
1994_11,1994,11,Belgian Grand Prix,1994-08-28,,spa
1994_12,1994,12,Italian Grand Prix,1994-09-11,,monza
1994_13,1994,13,Portuguese Grand Prix,1994-09-25,,estoril
1994_14,1994,14,European Grand Prix,1994-10-16,,jerez
1994_15,1994,15,Japanese Grand Prix,1994-11-06,,suzuka
1994_16,1994,16,Australian Grand Prix,1994-11-13,,adelaide
1995_1,1995,1,Brazilian Grand Prix,1995-03-26,,interlagos
1995_2,1995,2,Argentine Grand Prix,1995-04-09,,galvez
1995_3,1995,3,San Marino Grand Prix,1995-04-30,,imola
1995_4,1995,4,Spanish Grand Prix,1995-05-14,,catalunya
1995_5,1995,5,Monaco Grand Prix,1995-05-28,,monaco
1995_6,1995,6,Canadian Grand Prix,1995-06-11,,villeneuve
1995_7,1995,7,French Grand Prix,1995-07-02,,magny_cours
1995_8,1995,8,British Grand Prix,1995-07-16,,silverstone
1995_9,1995,9,German Grand Prix,1995-07-30,,hockenheimring
1995_10,1995,10,Hungarian Grand Prix,1995-08-13,,hungaroring
1995_11,1995,11,Belgian Grand Prix,1995-08-27,,spa
1995_12,1995,12,Italian Grand Prix,1995-09-10,,monza
1995_13,1995,13,Portuguese Grand Prix,1995-09-24,,estoril
1995_14,1995,14,European Grand Prix,1995-10-01,,nurburgring
1995_15,1995,15,Pacific Grand Prix,1995-10-22,,okayama
1995_16,1995,16,Japanese Grand Prix,1995-10-29,,suzuka
1995_17,1995,17,Australian Grand Prix,1995-11-12,,adelaide
1996_1,1996,1,Australian Grand Prix,1996-03-10,,albert_park
1996_2,1996,2,Brazilian Grand Prix,1996-03-31,,interlagos
1996_3,1996,3,Argentine Grand Prix,1996-04-07,,galvez
1996_4,1996,4,European Grand Prix,1996-04-28,,nurburgring
1996_5,1996,5,San Marino Grand Prix,1996-05-05,,imola
1996_6,1996,6,Monaco Grand Prix,1996-05-19,,monaco
1996_7,1996,7,Spanish Grand Prix,1996-06-02,,catalunya
1996_8,1996,8,Canadian Grand Prix,1996-06-16,,villeneuve
1996_9,1996,9,French Grand Prix,1996-06-30,,magny_cours
1996_10,1996,10,British Grand Prix,1996-07-14,,silverstone
1996_11,1996,11,German Grand Prix,1996-07-28,,hockenheimring
1996_12,1996,12,Hungarian Grand Prix,1996-08-11,,hungaroring
1996_13,1996,13,Belgian Grand Prix,1996-08-25,,spa
1996_14,1996,14,Italian Grand Prix,1996-09-08,,monza
1996_15,1996,15,Portuguese Grand Prix,1996-09-22,,estoril
1996_16,1996,16,Japanese Grand Prix,1996-10-13,,suzuka
1997_1,1997,1,Australian Grand Prix,1997-03-09,,albert_park
1997_2,1997,2,Brazilian Grand Prix,1997-03-30,,interlagos
1997_3,1997,3,Argentine Grand Prix,1997-04-13,,galvez
1997_4,1997,4,San Marino Grand Prix,1997-04-27,,imola
1997_5,1997,5,Monaco Grand Prix,1997-05-11,,monaco
1997_6,1997,6,Spanish Grand Prix,1997-05-25,,catalunya
1997_7,1997,7,Canadian Grand Prix,1997-06-15,,villeneuve
1997_8,1997,8,French Grand Prix,1997-06-29,,magny_cours
1997_9,1997,9,British Grand Prix,1997-07-13,,silverstone
1997_10,1997,10,German Grand Prix,1997-07-27,,hockenheimring
1997_11,1997,11,Hungarian Grand Prix,1997-08-10,,hungaroring
1997_12,1997,12,Belgian Grand Prix,1997-08-24,,spa
1997_13,1997,13,Italian Grand Prix,1997-09-07,,monza
1997_14,1997,14,Austrian Grand Prix,1997-09-21,,red_bull_ring
1997_15,1997,15,Luxembourg Grand Prix,1997-09-28,,nurburgring
1997_16,1997,16,Japanese Grand Prix,1997-10-12,,suzuka
1997_17,1997,17,European Grand Prix,1997-10-26,,jerez
1998_1,1998,1,Australian Grand Prix,1998-03-08,,albert_park
1998_2,1998,2,Brazilian Grand Prix,1998-03-29,,interlagos
1998_3,1998,3,Argentine Grand Prix,1998-04-12,,galvez
1998_4,1998,4,San Marino Grand Prix,1998-04-26,,imola
1998_5,1998,5,Spanish Grand Prix,1998-05-10,,catalunya
1998_6,1998,6,Monaco Grand Prix,1998-05-24,,monaco
1998_7,1998,7,Canadian Grand Prix,1998-06-07,,villeneuve
1998_8,1998,8,French Grand Prix,1998-06-28,,magny_cours
1998_9,1998,9,British Grand Prix,1998-07-12,,silverstone
1998_10,1998,10,Austrian Grand Prix,1998-07-26,,red_bull_ring
1998_11,1998,11,German Grand Prix,1998-08-02,,hockenheimring
1998_12,1998,12,Hungarian Grand Prix,1998-08-16,,hungaroring
1998_13,1998,13,Belgian Grand Prix,1998-08-30,,spa
1998_14,1998,14,Italian Grand Prix,1998-09-13,,monza
1998_15,1998,15,Luxembourg Grand Prix,1998-09-27,,nurburgring
1998_16,1998,16,Japanese Grand Prix,1998-11-01,,suzuka
1999_1,1999,1,Australian Grand Prix,1999-03-07,,albert_park
1999_2,1999,2,Brazilian Grand Prix,1999-04-11,,interlagos
1999_3,1999,3,San Marino Grand Prix,1999-05-02,,imola
1999_4,1999,4,Monaco Grand Prix,1999-05-16,,monaco
1999_5,1999,5,Spanish Grand Prix,1999-05-30,,catalunya
1999_6,1999,6,Canadian Grand Prix,1999-06-13,,villeneuve
1999_7,1999,7,French Grand Prix,1999-06-27,,magny_cours
1999_8,1999,8,British Grand Prix,1999-07-11,,silverstone
1999_9,1999,9,Austrian Grand Prix,1999-07-25,,red_bull_ring
1999_10,1999,10,German Grand Prix,1999-08-01,,hockenheimring
1999_11,1999,11,Hungarian Grand Prix,1999-08-15,,hungaroring
1999_12,1999,12,Belgian Grand Prix,1999-08-29,,spa
1999_13,1999,13,Italian Grand Prix,1999-09-12,,monza
1999_14,1999,14,European Grand Prix,1999-09-26,,nurburgring
1999_15,1999,15,Malaysian Grand Prix,1999-10-17,,sepang
1999_16,1999,16,Japanese Grand Prix,1999-10-31,,suzuka
2000_1,2000,1,Australian Grand Prix,2000-03-12,,albert_park
2000_2,2000,2,Brazilian Grand Prix,2000-03-26,,interlagos
2000_3,2000,3,San Marino Grand Prix,2000-04-09,,imola
2000_4,2000,4,British Grand Prix,2000-04-23,,silverstone
2000_5,2000,5,Spanish Grand Prix,2000-05-07,,catalunya
2000_6,2000,6,European Grand Prix,2000-05-21,,nurburgring
2000_7,2000,7,Monaco Grand Prix,2000-06-04,,monaco
2000_8,2000,8,Canadian Grand Prix,2000-06-18,,villeneuve
2000_9,2000,9,French Grand Prix,2000-07-02,,magny_cours
2000_10,2000,10,Austrian Grand Prix,2000-07-16,,red_bull_ring
2000_11,2000,11,German Grand Prix,2000-07-30,,hockenheimring
2000_12,2000,12,Hungarian Grand Prix,2000-08-13,,hungaroring
2000_13,2000,13,Belgian Grand Prix,2000-08-27,,spa
2000_14,2000,14,Italian Grand Prix,2000-09-10,,monza
2000_15,2000,15,United States Grand Prix,2000-09-24,,indianapolis
2000_16,2000,16,Japanese Grand Prix,2000-10-08,,suzuka
2000_17,2000,17,Malaysian Grand Prix,2000-10-22,,sepang
2001_1,2001,1,Australian Grand Prix,2001-03-04,,albert_park
2001_2,2001,2,Malaysian Grand Prix,2001-03-18,,sepang
2001_3,2001,3,Brazilian Grand Prix,2001-04-01,,interlagos
2001_4,2001,4,San Marino Grand Prix,2001-04-15,,imola
2001_5,2001,5,Spanish Grand Prix,2001-04-29,,catalunya
2001_6,2001,6,Austrian Grand Prix,2001-05-13,,red_bull_ring
2001_7,2001,7,Monaco Grand Prix,2001-05-27,,monaco
2001_8,2001,8,Canadian Grand Prix,2001-06-10,,villeneuve
2001_9,2001,9,European Grand Prix,2001-06-24,,nurburgring
2001_10,2001,10,French Grand Prix,2001-07-01,,magny_cours
2001_11,2001,11,British Grand Prix,2001-07-15,,silverstone
2001_12,2001,12,German Grand Prix,2001-07-29,,hockenheimring
2001_13,2001,13,Hungarian Grand Prix,2001-08-19,,hungaroring
2001_14,2001,14,Belgian Grand Prix,2001-09-02,,spa
2001_15,2001,15,Italian Grand Prix,2001-09-16,,monza
2001_16,2001,16,United States Grand Prix,2001-09-30,,indianapolis
2001_17,2001,17,Japanese Grand Prix,2001-10-14,,suzuka
2002_1,2002,1,Australian Grand Prix,2002-03-03,,albert_park
2002_2,2002,2,Malaysian Grand Prix,2002-03-17,,sepang
2002_3,2002,3,Brazilian Grand Prix,2002-03-31,,interlagos
2002_4,2002,4,San Marino Grand Prix,2002-04-14,,imola
2002_5,2002,5,Spanish Grand Prix,2002-04-28,,catalunya
2002_6,2002,6,Austrian Grand Prix,2002-05-12,,red_bull_ring
2002_7,2002,7,Monaco Grand Prix,2002-05-26,,monaco
2002_8,2002,8,Canadian Grand Prix,2002-06-09,,villeneuve
2002_9,2002,9,European Grand Prix,2002-06-23,,nurburgring
2002_10,2002,10,British Grand Prix,2002-07-07,,silverstone
2002_11,2002,11,French Grand Prix,2002-07-21,,magny_cours
2002_12,2002,12,German Grand Prix,2002-07-28,,hockenheimring
2002_13,2002,13,Hungarian Grand Prix,2002-08-18,,hungaroring
2002_14,2002,14,Belgian Grand Prix,2002-09-01,,spa
2002_15,2002,15,Italian Grand Prix,2002-09-15,,monza
2002_16,2002,16,United States Grand Prix,2002-09-29,,indianapolis
2002_17,2002,17,Japanese Grand Prix,2002-10-13,,suzuka
2003_1,2003,1,Australian Grand Prix,2003-03-09,,albert_park
2003_2,2003,2,Malaysian Grand Prix,2003-03-23,,sepang
2003_3,2003,3,Brazilian Grand Prix,2003-04-06,,interlagos
2003_4,2003,4,San Marino Grand Prix,2003-04-20,,imola
2003_5,2003,5,Spanish Grand Prix,2003-05-04,,catalunya
2003_6,2003,6,Austrian Grand Prix,2003-05-18,,red_bull_ring
2003_7,2003,7,Monaco Grand Prix,2003-06-01,,monaco
2003_8,2003,8,Canadian Grand Prix,2003-06-15,,villeneuve
2003_9,2003,9,European Grand Prix,2003-06-29,,nurburgring
2003_10,2003,10,French Grand Prix,2003-07-06,,magny_cours
2003_11,2003,11,British Grand Prix,2003-07-20,,silverstone
2003_12,2003,12,German Grand Prix,2003-08-03,,hockenheimring
2003_13,2003,13,Hungarian Grand Prix,2003-08-24,,hungaroring
2003_14,2003,14,Italian Grand Prix,2003-09-14,,monza
2003_15,2003,15,United States Grand Prix,2003-09-28,,indianapolis
2003_16,2003,16,Japanese Grand Prix,2003-10-12,,suzuka
2004_1,2004,1,Australian Grand Prix,2004-03-07,,albert_park
2004_2,2004,2,Malaysian Grand Prix,2004-03-21,,sepang
2004_3,2004,3,Bahrain Grand Prix,2004-04-04,,bahrain
2004_4,2004,4,San Marino Grand Prix,2004-04-25,,imola
2004_5,2004,5,Spanish Grand Prix,2004-05-09,,catalunya
2004_6,2004,6,Monaco Grand Prix,2004-05-23,,monaco
2004_7,2004,7,European Grand Prix,2004-05-30,,nurburgring
2004_8,2004,8,Canadian Grand Prix,2004-06-13,,villeneuve
2004_9,2004,9,United States Grand Prix,2004-06-20,,indianapolis
2004_10,2004,10,French Grand Prix,2004-07-04,,magny_cours
2004_11,2004,11,British Grand Prix,2004-07-11,,silverstone
2004_12,2004,12,German Grand Prix,2004-07-25,,hockenheimring
2004_13,2004,13,Hungarian Grand Prix,2004-08-15,,hungaroring
2004_14,2004,14,Belgian Grand Prix,2004-08-29,,spa
2004_15,2004,15,Italian Grand Prix,2004-09-12,,monza
2004_16,2004,16,Chinese Grand Prix,2004-09-26,,shanghai
2004_17,2004,17,Japanese Grand Prix,2004-10-10,,suzuka
2004_18,2004,18,Brazilian Grand Prix,2004-10-24,,interlagos
2005_1,2005,1,Australian Grand Prix,2005-03-06,14:00:00Z,albert_park
2005_2,2005,2,Malaysian Grand Prix,2005-03-20,15:00:00Z,sepang
2005_3,2005,3,Bahrain Grand Prix,2005-04-03,14:30:00Z,bahrain
2005_4,2005,4,San Marino Grand Prix,2005-04-24,14:00:00Z,imola
2005_5,2005,5,Spanish Grand Prix,2005-05-08,14:00:00Z,catalunya
2005_6,2005,6,Monaco Grand Prix,2005-05-22,14:00:00Z,monaco
2005_7,2005,7,European Grand Prix,2005-05-29,14:00:00Z,nurburgring
2005_8,2005,8,Canadian Grand Prix,2005-06-12,13:00:00Z,villeneuve
2005_9,2005,9,United States Grand Prix,2005-06-19,14:00:00Z,indianapolis
2005_10,2005,10,French Grand Prix,2005-07-03,14:00:00Z,magny_cours
2005_11,2005,11,British Grand Prix,2005-07-10,14:00:00Z,silverstone
2005_12,2005,12,German Grand Prix,2005-07-24,14:00:00Z,hockenheimring
2005_13,2005,13,Hungarian Grand Prix,2005-07-31,14:00:00Z,hungaroring
2005_14,2005,14,Turkish Grand Prix,2005-08-21,15:00:00Z,istanbul
2005_15,2005,15,Italian Grand Prix,2005-09-04,14:00:00Z,monza
2005_16,2005,16,Belgian Grand Prix,2005-09-11,14:00:00Z,spa
2005_17,2005,17,Brazilian Grand Prix,2005-09-25,14:00:00Z,interlagos
2005_18,2005,18,Japanese Grand Prix,2005-10-09,14:00:00Z,suzuka
2005_19,2005,19,Chinese Grand Prix,2005-10-16,14:00:00Z,shanghai
2006_1,2006,1,Bahrain Grand Prix,2006-03-12,14:30:00Z,bahrain
2006_2,2006,2,Malaysian Grand Prix,2006-03-19,15:00:00Z,sepang
2006_3,2006,3,Australian Grand Prix,2006-04-02,14:00:00Z,albert_park
2006_4,2006,4,San Marino Grand Prix,2006-04-23,14:00:00Z,imola
2006_5,2006,5,European Grand Prix,2006-05-07,14:00:00Z,nurburgring
2006_6,2006,6,Spanish Grand Prix,2006-05-14,14:00:00Z,catalunya
2006_7,2006,7,Monaco Grand Prix,2006-05-28,14:00:00Z,monaco
2006_8,2006,8,British Grand Prix,2006-06-11,12:00:00Z,silverstone
2006_9,2006,9,Canadian Grand Prix,2006-06-25,13:00:00Z,villeneuve
2006_10,2006,10,United States Grand Prix,2006-07-02,14:00:00Z,indianapolis
2006_11,2006,11,French Grand Prix,2006-07-16,14:00:00Z,magny_cours
2006_12,2006,12,German Grand Prix,2006-07-30,14:00:00Z,hockenheimring
2006_13,2006,13,Hungarian Grand Prix,2006-08-06,14:00:00Z,hungaroring
2006_14,2006,14,Turkish Grand Prix,2006-08-27,15:00:00Z,istanbul
2006_15,2006,15,Italian Grand Prix,2006-09-10,14:00:00Z,monza
2006_16,2006,16,Chinese Grand Prix,2006-10-01,14:00:00Z,shanghai
2006_17,2006,17,Japanese Grand Prix,2006-10-08,14:00:00Z,suzuka
2006_18,2006,18,Brazilian Grand Prix,2006-10-22,14:00:00Z,interlagos
2007_1,2007,1,Australian Grand Prix,2007-03-18,03:00:00Z,albert_park
2007_2,2007,2,Malaysian Grand Prix,2007-04-08,07:00:00Z,sepang
2007_3,2007,3,Bahrain Grand Prix,2007-04-15,11:30:00Z,bahrain
2007_4,2007,4,Spanish Grand Prix,2007-05-13,12:00:00Z,catalunya
2007_5,2007,5,Monaco Grand Prix,2007-05-27,12:00:00Z,monaco
2007_6,2007,6,Canadian Grand Prix,2007-06-10,17:00:00Z,villeneuve
2007_7,2007,7,United States Grand Prix,2007-06-17,17:00:00Z,indianapolis
2007_8,2007,8,French Grand Prix,2007-07-01,12:00:00Z,magny_cours
2007_9,2007,9,British Grand Prix,2007-07-08,12:00:00Z,silverstone
2007_10,2007,10,European Grand Prix,2007-07-22,12:00:00Z,nurburgring
2007_11,2007,11,Hungarian Grand Prix,2007-08-05,12:00:00Z,hungaroring
2007_12,2007,12,Turkish Grand Prix,2007-08-26,12:00:00Z,istanbul
2007_13,2007,13,Italian Grand Prix,2007-09-09,12:00:00Z,monza
2007_14,2007,14,Belgian Grand Prix,2007-09-16,12:00:00Z,spa
2007_15,2007,15,Japanese Grand Prix,2007-09-30,04:30:00Z,fuji
2007_16,2007,16,Chinese Grand Prix,2007-10-07,06:00:00Z,shanghai
2007_17,2007,17,Brazilian Grand Prix,2007-10-21,16:00:00Z,interlagos
2008_1,2008,1,Australian Grand Prix,2008-03-16,04:30:00Z,albert_park
2008_2,2008,2,Malaysian Grand Prix,2008-03-23,07:00:00Z,sepang
2008_3,2008,3,Bahrain Grand Prix,2008-04-06,11:30:00Z,bahrain
2008_4,2008,4,Spanish Grand Prix,2008-04-27,12:00:00Z,catalunya
2008_5,2008,5,Turkish Grand Prix,2008-05-11,12:00:00Z,istanbul
2008_6,2008,6,Monaco Grand Prix,2008-05-25,12:00:00Z,monaco
2008_7,2008,7,Canadian Grand Prix,2008-06-08,17:00:00Z,villeneuve
2008_8,2008,8,French Grand Prix,2008-06-22,12:00:00Z,magny_cours
2008_9,2008,9,British Grand Prix,2008-07-06,12:00:00Z,silverstone
2008_10,2008,10,German Grand Prix,2008-07-20,12:00:00Z,hockenheimring
2008_11,2008,11,Hungarian Grand Prix,2008-08-03,12:00:00Z,hungaroring
2008_12,2008,12,European Grand Prix,2008-08-24,12:00:00Z,valencia
2008_13,2008,13,Belgian Grand Prix,2008-09-07,12:00:00Z,spa
2008_14,2008,14,Italian Grand Prix,2008-09-14,12:00:00Z,monza
2008_15,2008,15,Singapore Grand Prix,2008-09-28,12:00:00Z,marina_bay
2008_16,2008,16,Japanese Grand Prix,2008-10-12,04:30:00Z,fuji
2008_17,2008,17,Chinese Grand Prix,2008-10-19,07:00:00Z,shanghai
2008_18,2008,18,Brazilian Grand Prix,2008-11-02,17:00:00Z,interlagos
2009_1,2009,1,Australian Grand Prix,2009-03-29,06:00:00Z,albert_park
2009_2,2009,2,Malaysian Grand Prix,2009-04-05,09:00:00Z,sepang
2009_3,2009,3,Chinese Grand Prix,2009-04-19,07:00:00Z,shanghai
2009_4,2009,4,Bahrain Grand Prix,2009-04-26,12:00:00Z,bahrain
2009_5,2009,5,Spanish Grand Prix,2009-05-10,12:00:00Z,catalunya
2009_6,2009,6,Monaco Grand Prix,2009-05-24,12:00:00Z,monaco
2009_7,2009,7,Turkish Grand Prix,2009-06-07,12:00:00Z,istanbul
2009_8,2009,8,British Grand Prix,2009-06-21,12:00:00Z,silverstone
2009_9,2009,9,German Grand Prix,2009-07-12,12:00:00Z,nurburgring
2009_10,2009,10,Hungarian Grand Prix,2009-07-26,12:00:00Z,hungaroring
2009_11,2009,11,European Grand Prix,2009-08-23,12:00:00Z,valencia
2009_12,2009,12,Belgian Grand Prix,2009-08-30,12:00:00Z,spa
2009_13,2009,13,Italian Grand Prix,2009-09-13,12:00:00Z,monza
2009_14,2009,14,Singapore Grand Prix,2009-09-27,12:00:00Z,marina_bay
2009_15,2009,15,Japanese Grand Prix,2009-10-04,05:00:00Z,suzuka
2009_16,2009,16,Brazilian Grand Prix,2009-10-18,16:00:00Z,interlagos
2009_17,2009,17,Abu Dhabi Grand Prix,2009-11-01,11:00:00Z,yas_marina
2010_1,2010,1,Bahrain Grand Prix,2010-03-14,12:00:00Z,bahrain
2010_2,2010,2,Australian Grand Prix,2010-03-28,06:00:00Z,albert_park
2010_3,2010,3,Malaysian Grand Prix,2010-04-04,08:00:00Z,sepang
2010_4,2010,4,Chinese Grand Prix,2010-04-18,06:00:00Z,shanghai
